`PatentsView`.`temp_id_mapping_assignee`,`PatentsView`.`temp_patent_firstnamed_assignee`
`PatentsView`.`temp_id_mapping_assignee`,`PatentsView`.`patent_assignee`
`PatentsView`.`temp_id_mapping_assignee`,`PatentsView`.`location_assignee`
`PatentsView`.`temp_id_mapping_assignee`,`PatentsView`.`assignee`
`patent`.`patent_assignee`,`PatentsView`.`temp_id_mapping_assignee`
`patent`.`patent_assignee`,`PatentsView`.`temp_assignee_num_patents`
`patent`.`patent_assignee`,`PatentsView`.`temp_assignee_num_inventors`
`patent`.`patent_assignee`,`PatentsView`.`temp_assignee_years_active`
`patent`.`patent_assignee`,`PatentsView`.`patent_assignee`
`patent`.`patent_assignee`,`PatentsView`.`temp_inventor_num_assignees`
`patent`.`patent_assignee`,`PatentsView`.`temp_lawyer_num_assignees`
`patent`.`patent_assignee`,`PatentsView`.`temp_cpc_current_subsection_aggregate_counts`
`patent`.`patent_assignee`,`PatentsView`.`temp_cpc_current_group_aggregate_counts`
`patent`.`patent_assignee`,`PatentsView`.`temp_ipcr_aggregations`
`patent`.`patent_assignee`,`PatentsView`.`temp_nber_subcategory_aggregate_counts`
`patent`.`patent_assignee`,`PatentsView`.`temp_mainclass_current_aggregate_counts`
`PatentsView`.`temp_id_mapping_inventor`,`PatentsView`.`temp_patent_firstnamed_inventor`
`PatentsView`.`temp_id_mapping_inventor`,`PatentsView`.`patent_inventor`
`PatentsView`.`temp_id_mapping_inventor`,`PatentsView`.`location_inventor`
`PatentsView`.`temp_id_mapping_inventor`,`PatentsView`.`inventor`
`patent`.`patent_inventor`,`PatentsView`.`temp_id_mapping_inventor`
`patent`.`patent_inventor`,`PatentsView`.`temp_assignee_num_inventors`
`patent`.`patent_inventor`,`PatentsView`.`temp_inventor_num_patents`
`patent`.`patent_inventor`,`PatentsView`.`temp_inventor_num_assignees`
`patent`.`patent_inventor`,`PatentsView`.`temp_inventor_years_active`
`patent`.`patent_inventor`,`PatentsView`.`patent_inventor`
`patent`.`patent_inventor`,`PatentsView`.`temp_lawyer_num_inventors`
`patent`.`patent_inventor`,`PatentsView`.`temp_cpc_current_subsection_aggregate_counts`
`patent`.`patent_inventor`,`PatentsView`.`temp_cpc_current_group_aggregate_counts`
`patent`.`patent_inventor`,`PatentsView`.`temp_ipcr_aggregations`
`patent`.`patent_inventor`,`PatentsView`.`temp_nber_subcategory_aggregate_counts`
`patent`.`patent_inventor`,`PatentsView`.`temp_mainclass_current_aggregate_counts`
`PatentsView`.`temp_id_mapping_lawyer`,`PatentsView`.`patent_lawyer`
`PatentsView`.`temp_id_mapping_lawyer`,`PatentsView`.`lawyer`
`patent`.`patent_lawyer`,`PatentsView`.`temp_id_mapping_lawyer`
`patent`.`patent_lawyer`,`PatentsView`.`temp_lawyer_num_patents`
`patent`.`patent_lawyer`,`PatentsView`.`temp_lawyer_num_assignees`
`patent`.`patent_lawyer`,`PatentsView`.`temp_lawyer_num_inventors`
`patent`.`patent_lawyer`,`PatentsView`.`temp_lawyer_years_active`
`patent`.`patent_lawyer`,`PatentsView`.`patent_lawyer`
`PatentsView`.`temp_id_mapping_examiner`,`PatentsView`.`examiner`
`PatentsView`.`temp_id_mapping_examiner`,`PatentsView`.`patent_examiner`
`patent`.`rawexaminer`,`PatentsView`.`temp_id_mapping_examiner`
`patent`.`rawexaminer`,`PatentsView`.`examiner`
`patent`.`rawexaminer`,`PatentsView`.`patent_examiner`
`PatentsView`.`temp_id_mapping_location_transformed`,`PatentsView`.`temp_id_mapping_location`
`PatentsView`.`temp_id_mapping_location_transformed`,`PatentsView`.`temp_patent_firstnamed_assignee`
`PatentsView`.`temp_id_mapping_location_transformed`,`PatentsView`.`temp_patent_firstnamed_inventor`
`PatentsView`.`temp_id_mapping_location_transformed`,`PatentsView`.`temp_location_num_assignees`
`PatentsView`.`temp_id_mapping_location_transformed`,`PatentsView`.`location`
`PatentsView`.`temp_id_mapping_location_transformed`,`PatentsView`.`temp_assignee_lastknown_location`
`PatentsView`.`temp_id_mapping_location_transformed`,`PatentsView`.`location_assignee`
`PatentsView`.`temp_id_mapping_location_transformed`,`PatentsView`.`temp_inventor_lastknown_location`
`patent`.`rawlocation`,`PatentsView`.`temp_id_mapping_location_transformed`
`patent`.`rawlocation`,`PatentsView`.`temp_id_mapping_location`
`patent`.`rawlocation`,`PatentsView`.`temp_patent_firstnamed_assignee`
`patent`.`rawlocation`,`PatentsView`.`temp_patent_firstnamed_inventor`
`patent`.`rawlocation`,`PatentsView`.`temp_location_patent`
`patent`.`rawlocation`,`PatentsView`.`temp_assignee_lastknown_location`
`patent`.`rawlocation`,`PatentsView`.`patent_assignee`
`patent`.`rawlocation`,`PatentsView`.`temp_inventor_lastknown_location`
`patent`.`rawlocation`,`PatentsView`.`patent_inventor`
`PatentsView`.`temp_id_mapping_location`,`PatentsView`.`temp_location_num_inventors`
`PatentsView`.`temp_id_mapping_location`,`PatentsView`.`temp_location_patent`
`PatentsView`.`temp_id_mapping_location`,`PatentsView`.`location`
`PatentsView`.`temp_id_mapping_location`,`PatentsView`.`patent_assignee`
`PatentsView`.`temp_id_mapping_location`,`PatentsView`.`patent_inventor`
`PatentsView`.`temp_id_mapping_location`,`PatentsView`.`location_inventor`
`PatentsView`.`temp_patent_firstnamed_assignee`,`PatentsView`.`patent`
`patent`.`patent`,`PatentsView`.`temp_patent_firstnamed_assignee`
`patent`.`patent`,`PatentsView`.`temp_patent_firstnamed_inventor`
`patent`.`patent`,`PatentsView`.`temp_patent_aggregations`
`patent`.`patent`,`PatentsView`.`temp_patent_date`
`patent`.`patent`,`PatentsView`.`patent`
`patent`.`patent`,`PatentsView`.`temp_assignee_lastknown_location`
`patent`.`patent`,`PatentsView`.`temp_inventor_lastknown_location`
`patent`.`rawassignee`,`PatentsView`.`temp_patent_firstnamed_assignee`
`patent`.`rawassignee`,`PatentsView`.`temp_location_patent`
`patent`.`rawassignee`,`PatentsView`.`temp_assignee_lastknown_location`
`patent`.`rawassignee`,`PatentsView`.`patent_assignee`
`patent`.`location`,`PatentsView`.`temp_patent_firstnamed_assignee`
`patent`.`location`,`PatentsView`.`temp_patent_firstnamed_inventor`
`patent`.`location`,`PatentsView`.`location`
`patent`.`location`,`PatentsView`.`temp_assignee_lastknown_location`
`patent`.`location`,`PatentsView`.`temp_inventor_lastknown_location`
`PatentsView`.`temp_patent_firstnamed_inventor`,`PatentsView`.`patent`
`patent`.`rawinventor`,`PatentsView`.`temp_patent_firstnamed_inventor`
`patent`.`rawinventor`,`PatentsView`.`temp_location_patent`
`patent`.`rawinventor`,`PatentsView`.`temp_inventor_lastknown_location`
`patent`.`rawinventor`,`PatentsView`.`patent_inventor`
`patent`.`rawinventor`,`PatentsView`.`inventor_rawinventor`
`PatentsView`.`temp_num_foreign_documents_cited`,`PatentsView`.`temp_patent_aggregations`
`patent`.`foreigncitation`,`PatentsView`.`temp_num_foreign_documents_cited`
`PatentsView`.`temp_num_us_applications_cited`,`PatentsView`.`temp_patent_aggregations`
`patent`.`usapplicationcitation`,`PatentsView`.`temp_num_us_applications_cited`
`patent`.`usapplicationcitation`,`PatentsView`.`usapplicationcitation`
`PatentsView`.`temp_num_us_patents_cited`,`PatentsView`.`temp_patent_aggregations`
`patent`.`uspatentcitation`,`PatentsView`.`temp_num_us_patents_cited`
`patent`.`uspatentcitation`,`PatentsView`.`temp_num_times_cited_by_us_patents`
`patent`.`uspatentcitation`,`PatentsView`.`uspatentcitation`
`PatentsView`.`temp_num_times_cited_by_us_patents`,`PatentsView`.`temp_patent_aggregations`
`PatentsView`.`temp_patent_aggregations`,`PatentsView`.`patent`
`PatentsView`.`temp_patent_earliest_application_date`,`PatentsView`.`patent`
`patent`.`application`,`PatentsView`.`temp_patent_earliest_application_date`
`patent`.`application`,`PatentsView`.`application`
`PatentsView`.`temp_patent_date`,`PatentsView`.`patent`
`PatentsView`.`patent`,`PatentsView`.`temp_assignee_years_active`
`PatentsView`.`patent`,`PatentsView`.`temp_inventor_years_active`
`PatentsView`.`patent`,`PatentsView`.`temp_lawyer_years_active`
`PatentsView`.`patent`,`PatentsView`.`foreignpriority`
`PatentsView`.`patent`,`PatentsView`.`pctdata`
`PatentsView`.`patent`,`PatentsView`.`usapplicationcitation`
`PatentsView`.`patent`,`PatentsView`.`uspatentcitation`
`PatentsView`.`patent`,`PatentsView`.`temp_cpc_current_subsection_aggregate_counts`
`PatentsView`.`patent`,`PatentsView`.`temp_cpc_current_group_aggregate_counts`
`PatentsView`.`patent`,`PatentsView`.`cpc_current`
`PatentsView`.`patent`,`PatentsView`.`cpc_current_subsection_patent_year`
`PatentsView`.`patent`,`PatentsView`.`cpc_current_group_patent_year`
`PatentsView`.`patent`,`PatentsView`.`temp_ipcr_years_active`
`PatentsView`.`patent`,`PatentsView`.`ipcr`
`PatentsView`.`patent`,`PatentsView`.`temp_nber_subcategory_aggregate_counts`
`PatentsView`.`patent`,`PatentsView`.`nber`
`PatentsView`.`patent`,`PatentsView`.`nber_subcategory_patent_year`
`PatentsView`.`patent`,`PatentsView`.`temp_mainclass_current_aggregate_counts`
`PatentsView`.`patent`,`PatentsView`.`uspc_current`
`PatentsView`.`patent`,`PatentsView`.`uspc_current_mainclass_application_year`
`PatentsView`.`patent`,`PatentsView`.`cpc_current_group_application_year`
`PatentsView`.`patent`,`PatentsView`.`uspc_current_mainclass_patent_year`
`PatentsView`.`patent`,`PatentsView`.`inventor_year`
`PatentsView`.`patent`,`PatentsView`.`assignee_year`
`PatentsView`.`patent`,`PatentsView`.`location_year`
`patent`.`us_term_of_grant`,`PatentsView`.`patent`
`PatentsView`.`temp_location_num_assignees`,`PatentsView`.`location`
`patent`.`location_assignee`,`PatentsView`.`temp_location_num_assignees`
`patent`.`location_assignee`,`PatentsView`.`location_assignee`
`PatentsView`.`temp_location_num_inventors`,`PatentsView`.`location`
`patent`.`location_inventor`,`PatentsView`.`temp_location_num_inventors`
`patent`.`location_inventor`,`PatentsView`.`location_inventor`
`PatentsView`.`temp_location_patent`,`PatentsView`.`temp_location_num_patents`
`PatentsView`.`temp_location_patent`,`PatentsView`.`location_cpc_subsection`
`PatentsView`.`temp_location_patent`,`PatentsView`.`location_cpc_group`
`PatentsView`.`temp_location_patent`,`PatentsView`.`location_uspc_mainclass`
`PatentsView`.`temp_location_patent`,`PatentsView`.`location_nber_subcategory`
`PatentsView`.`temp_location_patent`,`PatentsView`.`location_year`
`PatentsView`.`temp_location_num_patents`,`PatentsView`.`location`
`PatentsView`.`temp_assignee_lastknown_location`,`PatentsView`.`assignee`
`PatentsView`.`temp_assignee_num_patents`,`PatentsView`.`assignee`
`PatentsView`.`temp_assignee_num_inventors`,`PatentsView`.`assignee`
`PatentsView`.`temp_assignee_years_active`,`PatentsView`.`assignee`
`PatentsView`.`patent_assignee`,`PatentsView`.`assignee_inventor`
`PatentsView`.`patent_assignee`,`PatentsView`.`assignee_cpc_subsection`
`PatentsView`.`patent_assignee`,`PatentsView`.`assignee_cpc_group`
`PatentsView`.`patent_assignee`,`PatentsView`.`assignee_nber_subcategory`
`PatentsView`.`patent_assignee`,`PatentsView`.`assignee_uspc_mainclass`
`PatentsView`.`patent_assignee`,`PatentsView`.`assignee_year`
`patent`.`assignee`,`PatentsView`.`assignee`
`PatentsView`.`temp_inventor_lastknown_location`,`PatentsView`.`inventor`
`PatentsView`.`temp_inventor_num_patents`,`PatentsView`.`inventor`
`PatentsView`.`temp_inventor_num_assignees`,`PatentsView`.`inventor`
`PatentsView`.`temp_inventor_years_active`,`PatentsView`.`inventor`
`PatentsView`.`patent_inventor`,`PatentsView`.`assignee_inventor`
`PatentsView`.`patent_inventor`,`PatentsView`.`inventor_coinventor`
`PatentsView`.`patent_inventor`,`PatentsView`.`inventor_cpc_subsection`
`PatentsView`.`patent_inventor`,`PatentsView`.`inventor_cpc_group`
`PatentsView`.`patent_inventor`,`PatentsView`.`inventor_uspc_mainclass`
`PatentsView`.`patent_inventor`,`PatentsView`.`inventor_year`
`PatentsView`.`inventor`,`PatentsView`.`inventor_rawinventor`
`patent`.`inventor`,`PatentsView`.`inventor`
`PatentsView`.`temp_lawyer_num_patents`,`PatentsView`.`lawyer`
`PatentsView`.`temp_lawyer_num_assignees`,`PatentsView`.`lawyer`
`PatentsView`.`temp_lawyer_num_inventors`,`PatentsView`.`lawyer`
`PatentsView`.`temp_lawyer_years_active`,`PatentsView`.`lawyer`
`patent`.`rawlawyer`,`PatentsView`.`patent_lawyer`
`patent`.`lawyer`,`PatentsView`.`lawyer`
`patent`.`foreign_priority`,`PatentsView`.`foreignpriority`
`patent`.`pct_data`,`PatentsView`.`pctdata`
`PatentsView`.`temp_cpc_current_subsection_aggregate_counts`,`PatentsView`.`cpc_current`
`PatentsView`.`temp_cpc_current_subsection_aggregate_counts`,`PatentsView`.`cpc_current_subsection`
`patent`.`cpc_current`,`PatentsView`.`temp_cpc_current_subsection_aggregate_counts`
`patent`.`cpc_current`,`PatentsView`.`temp_cpc_current_group_aggregate_counts`
`patent`.`cpc_current`,`PatentsView`.`cpc_current`
`patent`.`cpc_current`,`PatentsView`.`cpc_current_subsection_patent_year`
`patent`.`cpc_current`,`PatentsView`.`cpc_current_group_patent_year`
`PatentsView`.`temp_cpc_subsection_title`,`PatentsView`.`cpc_current`
`PatentsView`.`temp_cpc_subsection_title`,`PatentsView`.`cpc_current_subsection`
`patent`.`cpc_subsection`,`PatentsView`.`temp_cpc_subsection_title`
`PatentsView`.`temp_cpc_current_group_aggregate_counts`,`PatentsView`.`cpc_current`
`PatentsView`.`temp_cpc_current_group_aggregate_counts`,`PatentsView`.`cpc_current_group`
`PatentsView`.`temp_cpc_group_title`,`PatentsView`.`cpc_current`
`PatentsView`.`temp_cpc_group_title`,`PatentsView`.`cpc_current_group`
`patent`.`cpc_group`,`PatentsView`.`temp_cpc_group_title`
`PatentsView`.`temp_cpc_subgroup_title`,`PatentsView`.`cpc_current`
`patent`.`cpc_subgroup`,`PatentsView`.`temp_cpc_subgroup_title`
`PatentsView`.`cpc_current`,`PatentsView`.`cpc_current_subsection`
`PatentsView`.`cpc_current`,`PatentsView`.`cpc_current_group`
`PatentsView`.`cpc_current`,`PatentsView`.`cpc_current_group_application_year`
`PatentsView`.`cpc_current`,`PatentsView`.`cpc_group`
`PatentsView`.`cpc_current`,`PatentsView`.`cpc_subgroup`
`PatentsView`.`cpc_current`,`PatentsView`.`cpc_current_copy`
`PatentsView`.`cpc_current_subsection`,`PatentsView`.`inventor_cpc_subsection`
`PatentsView`.`cpc_current_subsection`,`PatentsView`.`assignee_cpc_subsection`
`PatentsView`.`cpc_current_subsection`,`PatentsView`.`location_cpc_subsection`
`PatentsView`.`cpc_current_subsection`,`PatentsView`.`cpc_current_subsection_copy`
`PatentsView`.`cpc_current_group`,`PatentsView`.`inventor_cpc_group`
`PatentsView`.`cpc_current_group`,`PatentsView`.`assignee_cpc_group`
`PatentsView`.`cpc_current_group`,`PatentsView`.`location_cpc_group`
`PatentsView`.`cpc_current_group`,`PatentsView`.`cpc_current_group_copy`
`PatentsView`.`temp_ipcr_aggregations`,`PatentsView`.`ipcr`
`patent`.`ipcr`,`PatentsView`.`temp_ipcr_aggregations`
`patent`.`ipcr`,`PatentsView`.`temp_ipcr_years_active`
`patent`.`ipcr`,`PatentsView`.`ipcr`
`PatentsView`.`temp_ipcr_years_active`,`PatentsView`.`ipcr`
`PatentsView`.`temp_nber_subcategory_aggregate_counts`,`PatentsView`.`nber`
`patent`.`nber`,`PatentsView`.`temp_nber_subcategory_aggregate_counts`
`patent`.`nber`,`PatentsView`.`nber`
`patent`.`nber`,`PatentsView`.`nber_subcategory_patent_year`
`PatentsView`.`nber`,`PatentsView`.`assignee_nber_subcategory`
`PatentsView`.`nber`,`PatentsView`.`location_nber_subcategory`
`PatentsView`.`nber`,`PatentsView`.`nber_category`
`PatentsView`.`nber`,`PatentsView`.`nber_subcategory`
`PatentsView`.`nber`,`PatentsView`.`nber_copy`
`patent`.`nber_category`,`PatentsView`.`nber`
`patent`.`nber_subcategory`,`PatentsView`.`nber`
`PatentsView`.`temp_mainclass_current_aggregate_counts`,`PatentsView`.`uspc_current`
`PatentsView`.`temp_mainclass_current_aggregate_counts`,`PatentsView`.`uspc_current_mainclass`
`patent`.`uspc_current`,`PatentsView`.`temp_mainclass_current_aggregate_counts`
`patent`.`uspc_current`,`PatentsView`.`uspc_current`
`patent`.`uspc_current`,`PatentsView`.`uspc_current_mainclass_patent_year`
`PatentsView`.`temp_mainclass_current_title`,`PatentsView`.`uspc_current`
`PatentsView`.`temp_mainclass_current_title`,`PatentsView`.`uspc_current_mainclass`
`patent`.`mainclass_current`,`PatentsView`.`temp_mainclass_current_title`
`PatentsView`.`temp_subclass_current_title`,`PatentsView`.`uspc_current`
`patent`.`subclass_current`,`PatentsView`.`temp_subclass_current_title`
`PatentsView`.`uspc_current`,`PatentsView`.`uspc_current_mainclass`
`PatentsView`.`uspc_current`,`PatentsView`.`uspc_current_mainclass_application_year`
`PatentsView`.`uspc_current`,`PatentsView`.`uspc_mainclass`
`PatentsView`.`uspc_current`,`PatentsView`.`uspc_subclass`
`PatentsView`.`uspc_current`,`PatentsView`.`uspc_current_copy`
`PatentsView`.`uspc_current_mainclass`,`PatentsView`.`inventor_uspc_mainclass`
`PatentsView`.`uspc_current_mainclass`,`PatentsView`.`assignee_uspc_mainclass`
`PatentsView`.`uspc_current_mainclass`,`PatentsView`.`location_uspc_mainclass`
`PatentsView`.`uspc_current_mainclass`,`PatentsView`.`uspc_current_mainclass_copy`
`patent`.`wipo`,`PatentsView`.`wipo`
`patent`.`wipo_field`,`PatentsView`.`wipo_field`
`patent`.`government_interest`,`PatentsView`.`government_interest`
`patent`.`government_organization`,`PatentsView`.`government_organization`
`patent`.`patent_contractawardnumber`,`PatentsView`.`patent_contractawardnumber`
`patent`.`patent_govintorg`,`PatentsView`.`patent_govintorg`
`patent`.`claim`,`PatentsView`.`claim`
